thai,phone
พระโลมา,Pra4ʔ lO1 mA1
พระโลหิต,Pra4ʔ lO1 hi2t
พระวงศ์,Pra4ʔ wo1ŋ
พระวจนะ,Pra4ʔ wa4 ca2 na4ʔ
พระวรวงศ์เธอ,Pra4ʔ wX1 ra4ʔ wo1ŋ TZ1
พระวิญญาณบริสุทธิ์,Pra4ʔ wi1n jA1n bX1 ri4ʔ su2t
พระวิษณุ,Pra4ʔ wi4t sa2 nu4ʔ
พระศอ,Pra4ʔ sX5
พระศากยมุนี,Pra4ʔ sA2k ja4 mu4ʔ nI1
พระศิวะ,Pra4ʔ si2ʔ wa4ʔ
พระเศวต,Pra4ʔ sa2 wE2t
พระเศียร,Pra4ʔ sJ5n
พระสงฆ์,Pra4ʔ so5ŋ
พระสถูป,Pra4ʔ sa2 TU2p
พระสมเด็จวัดระฆัง,Pra4ʔ so5m de2t wa4t ra4ʔ Ka1ŋ
พระสังกัจจายน์,Pra4ʔ sa5ŋ ka2t cA1j
พระสังฆราช,Pra4ʔ sa5ŋ Ka4 rA3t
พระสัมมาสัมพุทธเจ้า,Pra4ʔ sa5m mA1 sa5m Pu4t ca3w
พระสุตตันตปิฎก,Pra4ʔ su2t ta1n ta2 pi2ʔ do2k
พระสุธารส,Pra4ʔ su2ʔ TA1 ro4t
พระเสโท,Pra4ʔ sE5 TO1
พระเสาร์,Pra4ʔ sa5w
พระแสง,Pra4ʔ sY5ŋ
พระหัตถ์,Pra4ʔ ha2t
พระอธิการ,Pra4ʔ ʔa2 Ti4ʔ kA1n
พระอนุวงศ์,Pra4ʔ ʔa2 nu4ʔ wo1ŋ
พระอภิธรรม,Pra4ʔ ʔa2 Pi4ʔ Ta1m
พระอัครมเหสี,Pra4ʔ ʔa2k ra4 ma4 hE5 sI5
พระอาการ,Pra4ʔ ʔA1 kA1n
พระอาทิตย์,Pra4ʔ ʔA1 Ti4t
พระอาทิตย์ขึ้น,Pra4ʔ ʔA1 Ti4t Kɯ3n
พระอาทิตย์ตก,Pra4ʔ ʔA1 Ti4t to2k
พระอารามหลวง,Pra4ʔ ʔA1 rA1m lV5ŋ
พระอิฐพระปูน,Pra4ʔ ʔi2t Pra4ʔ pU1n
พระอินทร์,Pra4ʔ ʔi1n
พระอุโบสถ,Pra4ʔ ʔu2ʔ bO1 so2t
พระอุปัชฌาย์,Pra4ʔ ʔu2ʔ pa2t CA1
พระอุระ,Pra4ʔ ʔu2ʔ ra4ʔ
พระเอก,Pra4ʔ ʔE2k
พระโอษฐ์,Pra4ʔ ʔO2t
พระโอสถ,Pra4ʔ ʔO1 so2t
พระกัสสปพุทธเจ้า,Pra4ʔ ka2t sa2 pa2 Pu4t Ta4 ca3w
พระคุณ,Pra4ʔ Ku1n
พระเครื่อง,Pra4ʔ KrR3ŋ
พระจอมเกล้า,Pra4ʔ cX1m kla3w
พระฉาย,Pra4ʔ CA5j
พระชนม์,Pra4ʔ Co1n
พระชนม,Pra4ʔ Co1n ma4ʔ
พระชนมพรรษา,Pra4ʔ Co1n ma4 Pa1n sA5
พระชนมายุ,Pra4ʔ Co1n mA1 ju4ʔ
พระตะบอง,Pra4ʔ ta2ʔ bX1ŋ
พระไตรรัตน์,Pra4ʔ ta1j ra4 ra4t
พระทัย,Pra4ʔ Ta1j
พระธรรมนูญ,Pra4ʔ Ta1m nU1n
พระธรรมนูญศาลยุติธรรม,Pra4ʔ Ta1m nU1n sA5n ju4t ti2ʔ Ta1m
พระนามาภิไธย,Pra4ʔ nA1 mA1 Pi4ʔ Ta1j
พระบรม,Pra4ʔ ba2 ro1m
พระบรมโกศ,Pra4ʔ ba2 ro1m kO2t
พระบรมภิไธย,Pra4ʔ bX1n ma4 Pi4ʔ Ta1j
พระบรมราชินูปถัมภ์,Pra4ʔ bX1n ma4 rA1 Ci4ʔ nU3p Ta5m
พระบรมราชูปถัมภ์,Pra4ʔ ba2ʔ ro1m ma4ʔ rA3t CU1 pa2ʔ Ta5m
พระบรมราโชบาย,Pra4ʔ ba2 ro1m rA1 CO1 bA1j
พระบรมราโชวาท,Pra4ʔ ba2 ro1m ma4 rA1 CO1 wA3t
พระบรมรูป,Pra4ʔ ba2 ro1m ma4 rU3p
พระบรมวงศ์,Pra4ʔ bX1 ro1m ma4 wo1ŋ
พระบรมวงศ์เธอ,Pra4ʔ ba2 ro1m ma4 wo1ŋ TZ1
พระบรมวงศานุวงศ์,Pra4ʔ ba2 ro1m ma4 wo1ŋ sA5 nu4ʔ wo1ŋ
พระบาง,Pra4ʔ bA1ŋ
พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว,Pra4ʔ bA2t so5m de2t Pra4ʔ cX1m kla3w ca3w jU2 hV5
พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,Pra4ʔ bA2t so5m de2t Pra4ʔ cu1n la4ʔ cX1m kla3w ca3w jU2 hV5
พระบาทสมเด็จพระเจ้าอยู่หัวภูมิพลอดุลยเดชมหาราช,Pra4ʔ bA2t so5m de2t Pra4ʔ ca3w jU2 hV5 PU1 mi4ʔ Po1n ʔa2ʔ du1n ja4 dE2t ma4 hA5 rA3t
พระบาทสมเด็จพระเจ้าอยู่หัวอานันทมหิดล,Pra4ʔ bA2t so5m de2t Pra4ʔ ca3w jU2 hV5 ʔA1 na1n Ta4ʔ ma4ʔ hi2ʔ do1n
พระบาทสมเด็จพระนั่งเกล้าเจ้าอยู่หัว,Pra4ʔ bA2t so5m de2t Pra4ʔ na3ŋ kla3w ca3w jU2 hV5
พระบาทสมเด็จพระปกเกล้าเจ้าอยู่หัว,Pra4ʔ bA2t so5m de2t Pra4ʔ po2k kla3w ca3w jU2 hV5
พระบาทสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช,Pra4ʔ bA2t so5m de2t Pra4ʔ Pu4t Ta4 jX3t fA4 cu2ʔ lA1 lO3k ma4 hA5 rA3t
พระบาทสมเด็จพระพุทธเลิศหล้านภาลัย,Pra4ʔ bA2t so5m de2t Pra4ʔ Pu4t Ta4 lZ3t lA3 na4 PA1 la1j
พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว,Pra4ʔ bA2t so5m de2t Pra4ʔ mo1ŋ ku2t kla3w ca3w jU2 hV5
พระปรมาภิไธย,Pra4ʔ pa2ʔ ra4ʔ mA1 Pi4ʔ Ta1j
พระประยูรญาติ,Pra4ʔ pra2ʔ jU1 ra4 jA3t
พระปิยมหาราช,Pra4ʔ pi2 ja4ʔ ma4 hA5 rA3t
พระปิยะมหาราช,Pra4ʔ pi2ʔ ja4ʔ ma4 hA5 rA3t
พระพิฆเนศ,Pra4ʔ Pi4k Ka4 nE3t
พระพุทธคุณ,Pra4ʔ Pu4t Ta4 Ku1n
พระพุทธรูป,Pra4ʔ Pu4ʔ To4t Ta4 rU3p
พระมหากรุณาธิคุณ,Pra4ʔ ma4 hA5 ka2 ru4ʔ nA1 Ti4ʔ Ku1n
พระยา,Pra4ʔ jA1
พระยุคลบาท,Pra4ʔ ju4ʔ Ka4 la4 bA2t
พระรัตนตรัย,Pra4ʔ ra4t ta2 na4 tra1j
พระราชกิจ,Pra4ʔ rA3t ki2t
พระราชชนนี,Pra4ʔ rA3t Co1n nI1
พระราชทาน,Pra4ʔ rA3t Ca4 TA1n
พระราชทานเพลิงศพ,Pra4ʔ rA3t Ca4 TA1n PlZ1ŋ so2p
พระราชทานอภัยโทษ,Pra4ʔ rA3t Ca4 TA1n ʔa2 Pa1j ja4 TO3t
พระราชประสงค์,Pra4ʔ rA3t Ca4 pra2ʔ so5ŋ
พระราชวงศ์,Pra4ʔ rA3t Ca4 wo1ŋ
พระราชสมภพ,Pra4ʔ rA3t Ca4 so5m Po4p
พระราชเสาวนีย์,Pra4ʔ rA3t Ca4 sa5w wa4 nI1
พระราชหัตถเลขา,Pra4ʔ rA3t Ca4 ha2t Ta2 lE1 KA5
พระราชอัธยาศัย,Pra4ʔ rA3t Ca4 ʔa2t Ta4 jA1 sa5j
พระราชานุเคราะห์,Pra4ʔ rA1 CA1 nu4ʔ Krɔ4ʔ
พระราชินีนาถ,Pra4ʔ rA1 Ci4ʔ nI1 nA3t
พระราโชวาท,Pra4ʔ rA1 CO1 wA3t
พระวรกาย,Pra4ʔ wX1n kA1j
พระศรีรัตนตรัย,Pra4ʔ sI5 ra4t no4t ra1j
พระศรีอาริย์,Pra4ʔ sI5 ʔA1 ri4ʔ
พระสมเด็จ,Pra4ʔ so5m de2t
พระสยามเทวาธิราช,Pra4ʔ sa2 jA1m TE1 wA1 Ti4ʔ rA3t
พระหทัย,Pra4ʔ ha2 Ta1j
พระองค์,Pra4ʔ ʔo1ŋ
พระองค์เจ้า,Pra4ʔ ʔo1ŋ ca3w
พระอรหันต์,Pra4ʔ ʔa2 ra4 ha5n
พระอวโลกิเตศวรโพธิสัตว์,Pra4ʔ ʔa2 wa4 lO1 ki2ʔ tE2t wa4 ra4 PO1 Ti4ʔ sa2t
พรั่งพร้อม,Pra3ŋ PrX4m
พรั่งพรู,Pra3ŋ PrU1
พรั่น,Pra3n
พรั่นกลัว,Pra3n klV1
พรั่นใจ,Pra3n ca1j
พรั่นพรึง,Pra3n Prɯ1ŋ
พร่า,PrA3
พร่ามัว,PrA3 mV1
พร่าเลือน,PrA3 lR1n
พร้า,PrA4
พร้างัดปากไม่ออก,PrA4 ŋa4t pA2k ma3j ʔX2k
พราก,PrA3k
พรากจากกัน,PrA3k cA2k ka1n
พราง,PrA1ŋ
พร่าง,PrA3ŋ
พร่างพราย,PrA3ŋ PrA1j
พร่างพราว,PrA3ŋ PrA1w
พราน,PrA1n
พรานป่า,PrA1n pA2
พราย,PrA1j
พรายกระซิบ,PrA1j kra2ʔ si4p
พรายน้ำ,PrA1j nA4m
พรายแสง,PrA1j sY5ŋ
พราว,PrA1w
พราหมณ์,PrA1m
พราหมณี,PrA1m ma4ʔ nI1
พรำ,Pra1m
พร่ำ,Pra3m
พร่ำบ่น,Pra3m bo2n
พร่ำพลอด,Pra3m PlX3t
พร่ำพูด,Pra3m PU3t
พร่ำเพรื่อ,Pra3m PrR3
พร่ำเพ้อ,Pra3m PZ4
พร่ำสอน,Pra3m sX5n
พริก,Pri4k
พริกกะเกลือ,Pri4k ka2ʔ klR1
พริกขี้หนู,Pri4k KI3 nU5
พริกเขียว,Pri4k KJ5w
พริกชี้ฟ้า,Pri4k CI4 fA4
พริกดอง,Pri4k dX1ŋ
พริกแดง,Pri4k dY1ŋ
พริกไทย,Pri4k Ta1j
พริกไทยอ่อน,Pri4k Ta1j ʔX2n
พริกน้ำปลา,Pri4k na4m plA1
พริกน้ำส้ม,Pri4k na4m so3m
พริกป่น,Pri4k po2n
พริกผัดน้ำมัน,Pri4k Pa2t na4m ma1n
พริกเผา,Pri4k Pa5w
พริกเหลือง,Pri4k lR5ŋ
พริกหยวก,Pri4k jV2k
พริ้ง,Pri4ŋ
พริ้งเพรา,Pri4ŋ Pra1w
พริ้งเพริศ,Pri4ŋ PrZ3t
พริ้งพราย,Pri4ŋ PrA1j
พริตตี้,Pri4t tI3
พริตตี้เอ็มซี,Pri4t tI3 ʔe1m sI1
พริทอเรีย,Pri4ʔ TX1 rJ1
พรินต์,Pri1n
พรินเตอร์,Pri1n tZ1
พริบ,Pri4p
พริ้ม,Pri4m
พริ้ว,Pri4w
พริสซิลล่า,Pri4t si1n lA3
พรีเซนต์,PrI1 sE1n
พรีเซ้นต์,PrI1 se4n
พรีเซ็นเตอร์,PrI1 se1n tZ1
พรีเมียร์,PrI1 mJ1
พรีเมียร์ลีก,PrI1 mJ1 lI2k
พรึง,Prɯ1ŋ
พรึงเพริด,Prɯ1ŋ PrZ3t
พรึบ,Prɯ4p
พรืด,PrW3t
พรุ,Pru4ʔ
พรุก,Pru4k
พรุ่ง,Pru3ŋ
พรุ่งนี้,Pru3ŋ nI4
พรุ่งนี้เช้า,Pru3ŋ nI4 CA4w
พรุ่งนี้(ตอน)กลางคืน,Pru3ŋ nI4 tX1n klA1ŋ KW1n
พรุน,Pru1n
พรู,PrU1
พรูดพราด,PrU3t PrA3t
พฤ.,wa1n Pa4ʔ rɯ4ʔ ha2t
พฤกษ์,Prɯ4k
พฤกษ,Prɯ4k sa2
พฤกษศาสตร์,Prɯ4k sa2 sA2t
พฤกษชาติ,Pri4k sa2 CA3t
พฤกษา,Prɯ4k sA5
พฤกษานานาพันธุ์,Prɯ4k sA5 nA1 nA1 Pa1n
พฤติ,Prɯ4ʔ ti2ʔ
พฤติการณ์,Prɯ4ʔ ti2ʔ kA1n
พฤตินัย,Prɯ4ʔ ti2ʔ na1j
พฤติกรรม,Prɯ4ʔ ti2ʔ ka1m
พฤติกรรมก้าวร้าว,Prɯ4ʔ ti2ʔ ka1m kA3w rA4w
พฤติกรรมเบี่ยงเบน,Prɯ4ʔ ti2ʔ ka1m bJ2ŋ bE1n
พฤติกรรมรุนแรงต่อต้านสังคมของวัยรุ่น,Prɯ4ʔ ti2ʔ ka1m ru1n rY1ŋ tX2 tA3n sa5ŋ Ko1m KX5ŋ wa1j ru3n
พฤติกรรมสงสัย,Prɯ4ʔ ti2ʔ ka1m so5ŋ sa5j
พฤศจิก,Prɯ4t sa2 ci2k
พฤศจิกายน,Prɯ4t sa2 ci2ʔ kA1 jo1n
พฤษภ,Prɯ4ʔ so2p
พฤษภา,Pri4t PA1
พฤษภาทมิฬ,Pri4t PA1 Ta4 mi1n
พฤษภาคม,Prɯ4t sa2 PA1 Ko1m
พฤหัสบดี,Prɯ4ʔ ha2t sa2 bX1 dI1
พฤหัสฯ,Pa4ʔ rɯ4ʔ ha2t
พล,Po1n
พลการ,Pa4 la4 kA1n
พลจัตวา,Po1n ca2t ta2 wA1
พลซุ่มยิง,Po1n su3m ji1ŋ
พลตรี,Po1n trI1
พลตำรวจ,Po1n ta1m rV2t
พลตำรวจตรี,Po1n ta1m rV2t trI1
พลตำรวจโท,Po1n ta1m rV2t TO1
พลตำรวจเอก,Po1n ta1m rV2t ʔE2k
พลทหาร,Po1n Ta4 hA5n
พลทหารเดินเท้า,Po1n Ta4 hA5n dZ1n TA4w
พลโท,Po1n TO1
พลพรรค,Po1n la4 Pa4k
พลพาย,Po1n la4 PA1j
พลเมือง,Po1n la4 mR1ŋ
พลเมืองชั้นสอง,Po1n la4 mR1ŋ Ca4n sX5ŋ
พลเมืองสหภาพยุโรป,Po1n la4 mR1ŋ sa2 ha2 PA3p ju4ʔ rO2p
พลแม่นปืน,Po1n mY3n pW1n
พลรบ,Po1n ro4p
พลร่ม,Po1n ro3m
พลเรือตรี,Po1n rR1 trI1
พลเรือโท,Po1n rR1 TO1
พลเรือเอก,Po1n rR1 ʔE2k
พลเรือน,Po1n la4 rR1n
พลโลก,Po1n la4 lO3k
พลศาสตร์,Po1n la4 sA2t
พลศึกษา,Pa4 la4 sɯ2k sA5
พลอากาศตรี,Po1n ʔA1 kA2t trI1
พลอากาศโท,Po1n ʔA1 kA2t TO1
พลอากาศเอก,Po1n ʔA1 kA2t ʔE2k
พลเอก,Po1n ʔE2k
พล.,Pi4t sa2 nu4ʔ lO3k
พล.ต.,Po1n trI1
พล.ต.ต.,Po1n ta1m rV2t trI1
พล.ต.ท.,Po1n tX1 TX1
พล.ต.อ.,Po1n ta1m rV2t ʔE2k
พล.ท.,Po1n TO1
พล.อ.,Po1n ʔE2k
พล.อ.ต.,Po1n ʔA1 kA2t trI1
พล.อ.ท.,Po1n ʔA1 kA2t TO1
พล.อ.อ.,Po1n ʔA1 kA2t ʔE2k
พลช.,PX1 lX1 CX1
พลเดช,Po1n dE2t
พลบ,Plo4p
พลบค่ำ,Plo4p Ka3m
พลวก,PlV3k
พลวง,PlV1ŋ
พลวัต,Po1n la4 wa4t
พลวัตกลุ่ม,Po1n la4 wa4t klu2m
พลวัตของภูมิอากาศ,Po1n la4 wa4t KX5ŋ PU1m ʔA1 kA2t
พลอง,PlX1ŋ
พลอด,PlX3t
พลอดรัก,PlX3t ra4k
พล็อม,Plɔ1m
พล็อมแพล็ม,Plɔ1m Plɛ1m
พลอย,PlX1j
พลอยเก๊,PlX1j ke4ʔ
พลอยเขียวน้ำเงินอ่อน,PlX1j KJ5w na4m ŋə1n ʔX2n
พลอยแดง,PlX1j dY1ŋ
พลอยฟ้าพลอยฝน,PlX1j fA4 PlX1j fo5n
พลอยสีทับทิม,PlX1j sI5 Ta4p Ti1m
พลอยสีม่วง,PlX1j sI5 mV3ŋ
พลอยสีส้มอมแดง,PlX1j sI5 so3m ʔo1m dY1ŋ
พลอยสีเหลือง,PlX1j sI5 lR5ŋ
พลอยสีเหลือบเหลือง,PlX1j sI5 lR2p lR5ŋ
พลอยหุง,PlX1j hu5ŋ
พล่อย,PlX3j
พล่อยๆ,PlX3j PlX3j
พละ,Pa4 la4ʔ
พละกำลัง,Pa4 la4ʔ ka1m la1ŋ
พลั่ก,Pla3k
พลัง,Pa4 la1ŋ
พลังของชีวิต,Pa4 la1ŋ KX5ŋ CI1 wi4t
พลังความร้อน,Pa4 la1ŋ KwA1m rX4n
พลังงาน,Pa4 la1ŋ ŋA1n
พลังงานความร้อนใต้พิภพ,Pa4 la1ŋ ŋA1n KwA1m rX4n ta3j Pi4ʔ Po4p
พลังงานจลน์,Pa4 la1ŋ ŋA1n co1n
พลังงานชีวมวล,Pa4 la1ŋ ŋA1n CI1 wa4 mV1n
พลังงานด้านลบ,Pa4 la1ŋ ŋA1n dA3n lo4p
พลังงานทดแทน,Pa4 la1ŋ ŋA1n To4t TY1n
พลังงานทางเลือก,Pa4 la1ŋ ŋA1n TA1ŋ lR3k
พลังงานที่ไม่หมดไป,Pa4 la1ŋ ŋA1n TI3 ma3j mo2t pa1j
พลังงานน้ำ,Pa4 la1ŋ ŋA1n nA4m
พลังงานนิวเคลียร์,Pa4 la1ŋ ŋA1n ni1w KlJ1
พลังงานปรมาณู,Pa4 la1ŋ ŋA1n pa2 ra4 mA1 nU1
พลังงานไฟฟ้า,Pa4 la1ŋ ŋA1n fa1j fA4
พลังงานลม,Pa4 la1ŋ ŋA1n lo1m
พลังงานศักย์,Pa4 la1ŋ ŋA1n sa2k
พลังงานแสงอาทิตย์,Pa4 la1ŋ ŋA1n sY5ŋ ʔA1 Ti4t
พลังงานแสงอาทิตย์เชิงความความร้อน,Pa4 la1ŋ ŋA1n sY5ŋ ʔA1 Ti4t CZ1ŋ KwA1m KwA1m rX4n
พลังงานแสงอาทิตย์เชิงไฟฟ้า,Pa4 la1ŋ ŋA1n sY5ŋ ʔA1 Ti4t CZ1ŋ fa1j fA4
พลังงานหมุนเวียน,Pa4 la1ŋ ŋA1n mu5n wJ1n
พลังดิบ,Pa4 la1ŋ di2p
พลังธรรมชาติ,Pa4 la1ŋ Ta1m ma4 CA3t
พลังน้ำ,Pa4 la1ŋ nA4m
พลังไฟฟ้า,Pa4 la1ŋ fa1j fA4
พลังภายใน,Pa4 la1ŋ PA1j na1j
พลังร่วม,Pa4 la1ŋ rV3m
พลังเอ็ม,Pa4 la1ŋ ʔe1m
พลั่ง,Pla3ŋ
พลั้ง,Pla4ŋ
พลั้งปาก,Pla4ŋ pA2k
พลั้งผิด,Pla4ŋ Pi2t
พลั้งเผลอ,Pla4ŋ PlZ5
พลั้งพลาด,Pla4ŋ PlA3t
พลัด,Pla4t
พลัดตกหกล้ม,Pla4t to2k ho2k lo4m
พลัดถิ่น,Pla4t Ti2n
พลัดพราก,Pla4t PrA3k
พลัน,Pla1n
พลับ,Pla4p
พลับพลึง,Pla4p Plɯ1ŋ
พลัม,Pla1m
พลั่ว,PlV3
พลั่วมือ,PlV3 mW1
พลั่วหรือช้อนตักดิน,PlV3 rW5 CX4n ta2k di1n
พลัส,Pla4t
พล่า,PlA3
พลาง,PlA1ŋ
พลาซ่า,PlA1 sA3
พลาด,PlA3t
พลาดท่า,PlA3t TA3
พลาดท่าเสียที,PlA3t TA3 sJ5 TI1
พลาดเป้า,PlA3t pa3w
พลาดไป,PlA3t pa1j
พลาดพลั้ง,PlA3t Pla4ŋ
พลาดโอกาส,PlA3t ʔO1 kA2t
พลาธิการ,PlA1 Ti4ʔ kA1n
พล่าน,PlA3n
พลานามัย,PlA1 nA1 ma1j
พลานุภาพ,Pa4 lA1 nu4ʔ PA3p
พล่าม,PlA3m
พล่ามไม่หยุด,PlA3m ma3j ju2t
พลาย,PlA1j
พลาสติก,PlA3t ti2k
พลาสติกชนิดเทอร์โมเซตติง,PlA3t ti2k Ca4 ni4t TZ1 mO1 sE3t ti1ŋ
พลาสเตอร์,PlA3t tZ1
พลาสเตอร์ปิดแผล,PlA3t tZ1 pi2t PlY5
พลาสเตอร์ยา,PlA3t tZ1 jA1
พล้ำ,PlA4m
พลิก,Pli4k
พลิกกลับ,Pli4k kla2p
พลิกคว่ำ,Pli4k Kwa3m
พลิกชีวิตหน้ามือเป็นหลังมือ,Pli4k CI1 wi4t nA3 mW1 pe1n la5ŋ mW1
พลิกตะแคง,Pli4k ta2ʔ KY1ŋ
พลิกผัน,Pli4k Pa5n
พลิกแผ่นดิน,Pli4k Pɛ2n di1n
พลิกฝ่ามือ,Pli4k fA2 mW1
พลิกพลิ้ว,Pli4k Pli4w
พลิกแพลง,Pli4k PlY1ŋ
พลิกฟ้าคว่ำแผ่นดิน,Pli4k fA4 Kwa3m Pɛ2n di1n
พลิกลิ้น,Pli4k li4n
พลิกวิกฤตเป็นโอกาส,Pli4k wi4ʔ kri2t pe1n ʔO1 kA2t
พลิกศพ,Pli4k so2p
พลิกหงาย,Pli4k ŋA5j
พลิกหน้าต่อไป,Pli4k nA3 tX2 pa1j
พลิกหน้ามือเป็นหลังมือ,Pli4k nA3 mW1 pe1n la5ŋ mW1
พลิกด้าน,Pli4k dA3n
พลิ้ว,Pli4w
พลิ้วไหว,Pli4w wa5j
พลี,PlI1
พลีกรรม,PlI1 ka1m
พลีชีพ,PlI1 CI3p
พลุ,Plu4ʔ
พลุกพล่าน,Plu4k PlA3n
พลุ่ง,Plu3ŋ
พลุ่งพล่าน,Plu3ŋ PlA3n
พลุ่มพล่าม,Plu3m PlA3m
พลุ่ย,Plu3j
พลุ้ย,Plu4j
พลู,PlU1
พลูโทเนียม,PlU1 TO1 nJ1m
พวก,PV3k
พวกกบฎ,PV3k ka2 bo2t
พวกก่อกวน,PV3k kX2 kV1n
พวกกามวิตถารประเภทชอบเด็ก,PV3k kA1m wi4t TA5n pra2ʔ PE3t CX3p de2k
พวกกินสินบน,PV3k ki1n si5n bo1n
พวกขบถ,PV3k Ka2 bo2t
พวกขูดรีด,PV3k KU2t rI3t
พวกเขา,PV3k Ka5w
พวกคน,PV3k Ko1n
พวกคุณ,PV3k Ku1n
พวกเดียวกัน,PV3k dJ1w ka1n
พวกนั้น,PV3k na4n
พวกนี้,PV3k nI4
พวกป่วน,PV3k pV2n
พวกปากหอยปากปู,PV3k pA2k hX5j pA2k pU1
พวกผม,PV3k Po5m
พวกผู้ดี,PV3k PU3 dI1
พวกพ้อง,PV3k PX4ŋ
พวกมากลากไป,PV3k mA3k lA3k pa1j
พวกมาเฟีย,PV3k mA1 fJ1
พวกมิจฉาชีพ,PV3k mi4t CA5 CI3p
พวกมุสลิมหัวรุนแรง,PV3k mu4t sa2 li1m hV5 ru1n rY1ŋ
พวกเรา,PV3k ra1w
พวกลิ่วล้อ,PV3k li3w lX4
พวกหัวรุนแรง,PV3k hV5 ru1n rY1ŋ
พวกฮิปปี้,PV3k hi4p pI3
พวง,PV1ŋ
พวงกุญแจ,PV1ŋ ku1n cY1
พวงมาลัย,PV1ŋ mA1 la1j
พวงมาลัยขวา,PV1ŋ mA1 la1j KwA5
พวงมาลัยเปีย,PV1ŋ mA1 la1j pJ1
พวงมาลัยพาวเว่อร์,PV1ŋ mA1 la1j PA1w wZ3
พวงมาลัยรถยนต์,PV1ŋ mA1 la1j ro4t jo1n
พวงมาลา,PV1ŋ mA1 lA1
พวงลูกกุญแจ,PV1ŋ lU3k ku1n cY1
พวงสวรรค์,PV1ŋ sa2 wa5n
พวงหรีด,PV1ŋ rI2t
พ่วง,PV3ŋ
พ่วงท้าย,PV3ŋ TA4j
พ่วงหน้าพ่วงหลัง,PV3ŋ nA3 PV3ŋ la5ŋ
พวน,PV1n
พ่วน,PV3n
พวย,PV1j
พวยน้ำ,PV1j na4m
พศ.,PX1 sX5
พสก,Pa4 so2k
พสกนิกร,Pa4 so2k ni4ʔ kX1n
พสท.,PX1 sX5 TX1
พสุธา,Pa4 su2ʔ TA1
พสุธากัมปนาท,Pa4 su2ʔ TA1 ka1m pa2 nA3t
พหล,Pa4 ho5n
พหลโยธิน,Pa4 ho5n jO1 Ti1n
พหุ,Pa4 hu2ʔ
พหุคูณ,Pa4 hu2ʔ KU1n
พหุเทวนิยม,Pa4 hu2ʔ TE1 wa4ʔ ni4ʔ jo1m
พหุภาคี,Pa4 hu2ʔ PA1 KI1
พหุวัฒนธรรม,Pa4 hu2ʔ wa4t Ta4 na4 Ta1m
พหุสังคม,Pa4 hu2ʔ sa5ŋ Ko1m
พหุลักษณ์,Pa4 hu2ʔ la4k sa2
พหู,Pa4 hU5
พหูพจน์,Pa4 hU5 Po4t
พหูสูตร,Pa4 hU5 sU2t
พหูสูต,Pa4 hU5 sU2t
พอ,PX1
พอกัน,PX1 ka1n
พอกันที,PX1 ka1n TI1
พอการ,PX1 kA1n
พอกินพอใช้,PX1 ki1n PX1 Ca4j
พอแค่นี้ก่อนนะ,PX1 KY3 nI4 kX2n na4ʔ
พอจะ,PX1 ca2ʔ
พอจะบอกได้ไหมครับว่า,PX1 ca2ʔ bX2k da3j ma4j Kra4p wA3
